Datum;Binnengekomen bij Provider;Doorgeleid naar keuzemenu;Door beller opgehangen in menu;Automatisch behandeld in menu;Thema;Gekozen voor thema incl. doorverbindingen;In de wachtrij;Door beller opgehangen in de wachtrij;Geholpen door medewerker;Gemiddelde wachttijd (s);;
05/02/2021;;;;;TOESLAGEN;7445,00;7074,00;581,00;6493,00;300;;
05/02/2021;;;;;ONDERNEMINGEN;5350,00;5350,00;45,00;5305,00;41;;
05/02/2021;;;;;OVERIG;3614,00;3614,00;155,00;3454,00;183;;
05/02/2021;;;;;INTERMEDIAIRS;3021,00;3018,00;87,00;2931,00;94;;
05/02/2021;;;;;AUTO;2836,00;2836,00;69,00;2767,00;56;;
05/02/2021;;;;;BUITENLAND;2324,00;2324,00;77,00;2247,00;43;;
08/02/2021;36985,00;36317,00;6150,00;2241,00;TOTAAL;36650,00;36479,00;2365,00;34105,00;198;;
08/02/2021;;;;;PARTICULIEREN;10404,00;10404,00;946,00;9458,00;243;;
08/02/2021;;;;;TOESLAGEN;7874,00;7840,00;730,00;7108,00;344;;
08/02/2021;;;;;ONDERNEMINGEN;5869,00;5869,00;82,00;5787,00;56;;
08/02/2021;;;;;OVERIG;3473,00;3471,00;217,00;3247,00;260;;
08/02/2021;;;;;AUTO;3310,00;3175,00;318,00;2857,00;246;;
08/02/2021;;;;;INTERMEDIAIRS;3199,00;3199,00;53,00;3146,00;37;;
08/02/2021;;;;;BUITENLAND;2521,00;2521,00;19,00;2502,00;7;;
09/02/2021;31076,00;30543,00;4147,00;1892,00;TOTAAL;33234,00;33174,00;833,00;32339,00;70;;
09/02/2021;;;;;PARTICULIEREN;8448,00;8448,00;280,00;8168,00;78;;
09/02/2021;;;;;TOESLAGEN;7343,00;7303,00;274,00;7028,00;120;;
09/02/2021;;;;;ONDERNEMINGEN;5334,00;5334,00;43,00;5291,00;30;;
09/02/2021;;;;;OVERIG;3694,00;3694,00;72,00;3621,00;94;;
09/02/2021;;;;;INTERMEDIAIRS;3368,00;3368,00;57,00;3311,00;34;;
09/02/2021;;;;;AUTO;2708,00;2688,00;88,00;2600,00;60;;
09/02/2021;;;;;BUITENLAND;2339,00;2339,00;19,00;2320,00;8;;
10/02/2021;31196,00;30617,00;4086,00;1846,00;TOTAAL;33774,00;33758,00;486,00;33272,00;37;;
10/02/2021;;;;;PARTICULIEREN;8880,00;8880,00;90,00;8790,00;18;;
10/02/2021;;;;;TOESLAGEN;7530,00;7530,00;78,00;7452,00;29;;
10/02/2021;;;;;ONDERNEMINGEN;5348,00;5348,00;52,00;5296,00;41;;
10/02/2021;;;;;OVERIG;3714,00;3714,00;58,00;3656,00;68;;
10/02/2021;;;;;INTERMEDIAIRS;3086,00;3072,00;112,00;2960,00;90;;
10/02/2021;;;;;AUTO;2962,00;2960,00;74,00;2886,00;43;;
10/02/2021;;;;;BUITENLAND;2254,00;2254,00;22,00;2232,00;7;;
11/02/2021;30246,00;29687,00;4013,00;1712,00;TOTAAL;32795,00;32760,00;367,00;32393,00;29;;
11/02/2021;;;;;PARTICULIEREN;8806,00;8806,00;53,00;8753,00;10;;
11/02/2021;;;;;TOESLAGEN;6974,00;6974,00;72,00;6902,00;19;;
11/02/2021;;;;;ONDERNEMINGEN;5247,00;5247,00;29,00;5218,00;32;;
11/02/2021;;;;;OVERIG;3642,00;3642,00;29,00;3613,00;36;;
11/02/2021;;;;;INTERMEDIAIRS;3248,00;3215,00;85,00;3130,00;80;;
11/02/2021;;;;;AUTO;2631,00;2629,00;82,00;2547,00;56;;
11/02/2021;;;;;BUITENLAND;2247,00;2247,00;17,00;2230,00;9;;
12/02/2021;27593,00;27128,00;3717,00;1640,00;TOTAAL;29971,00;29950,00;389,00;29561,00;37;;
12/02/2021;;;;;PARTICULIEREN;7727,00;7727,00;49,00;7678,00;8;;
12/02/2021;;;;;TOESLAGEN;6641,00;6641,00;65,00;6576,00;27;;
12/02/2021;;;;;ONDERNEMINGEN;4624,00;4624,00;24,00;4600,00;27;;
12/02/2021;;;;;OVERIG;3360,00;3356,00;109,00;3247,00;152;;
12/02/2021;;;;;INTERMEDIAIRS;2748,00;2748,00;33,00;2715,00;23;;
12/02/2021;;;;;AUTO;2652,00;2635,00;73,00;2562,00;51;;
12/02/2021;;;;;BUITENLAND;2219,00;2219,00;36,00;2183,00;22;;
15/02/2021;41462,00;40738,00;6645,00;2489,00;TOTAAL;42070,00;42016,00;2230,00;39783,00;171;;
15/02/2021;;;;;PARTICULIEREN;12310,00;12310,00;942,00;11368,00;231;;
15/02/2021;;;;;TOESLAGEN;9681,00;9647,00;706,00;8941,00;260;;
15/02/2021;;;;;ONDERNEMINGEN;5947,00;5947,00;61,00;5886,00;54;;
15/02/2021;;;;;OVERIG;4403,00;4395,00;227,00;4165,00;224;;
15/02/2021;;;;;AUTO;3648,00;3636,00;226,00;3410,00;129;;
15/02/2021;;;;;INTERMEDIAIRS;3180,00;3180,00;40,00;3140,00;36;;
15/02/2021;;;;;BUITENLAND;2901,00;2901,00;28,00;2873,00;12;;
16/02/2021;32296,00;31721,00;4274,00;1914,00;TOTAAL;35216,00;35216,00;390,00;34826,00;27;;
16/02/2021;;;;;PARTICULIEREN;9823,00;9823,00;58,00;9765,00;8;;
16/02/2021;;;;;TOESLAGEN;6983,00;6983,00;80,00;6903,00;25;;
16/02/2021;;;;;ONDERNEMINGEN;5696,00;5696,00;47,00;5649,00;28;;
16/02/2021;;;;;OVERIG;3793,00;3793,00;98,00;3695,00;100;;
16/02/2021;;;;;INTERMEDIAIRS;3461,00;3461,00;23,00;3438,00;15;;
16/02/2021;;;;;AUTO;2848,00;2848,00;60,00;2788,00;36;;
16/02/2021;;;;;BUITENLAND;2612,00;2612,00;24,00;2588,00;8;;
17/02/2021;32607,00;32030,00;4581,00;1994,00;TOTAAL;34850,00;34694,00;698,00;33996,00;58;;
17/02/2021;;;;;PARTICULIEREN;9898,00;9898,00;69,00;9829,00;12;;
17/02/2021;;;;;TOESLAGEN;7371,00;7222,00;183,00;7039,00;73;;
17/02/2021;;;;;ONDERNEMINGEN;5467,00;5467,00;69,00;5398,00;43;;
17/02/2021;;;;;OVERIG;3804,00;3804,00;163,00;3641,00;186;;
17/02/2021;;;;;INTERMEDIAIRS;3203,00;3196,00;111,00;3085,00;97;;
17/02/2021;;;;;AUTO;2623,00;2623,00;44,00;2579,00;28;;
17/02/2021;;;;;BUITENLAND;2484,00;2484,00;59,00;2425,00;25;;
18/02/2021;30976,00;30443,00;4253,00;2001,00;TOTAAL;32976,00;32784,00;594,00;32190,00;54;;
18/02/2021;;;;;PARTICULIEREN;9037,00;9037,00;62,00;8975,00;10;;
18/02/2021;;;;;TOESLAGEN;6691,00;6528,00;180,00;6348,00;88;;
18/02/2021;;;;;ONDERNEMINGEN;5294,00;5294,00;27,00;5267,00;21;;
18/02/2021;;;;;INTERMEDIAIRS;3592,00;3589,00;95,00;3494,00;75;;
18/02/2021;;;;;OVERIG;3580,00;3554,00;134,00;3420,00;147;;
18/02/2021;;;;;AUTO;2500,00;2500,00;78,00;2422,00;82;;
18/02/2021;;;;;BUITENLAND;2282,00;2282,00;18,00;2264,00;9;;
19/02/2021;26899,00;26434,00;3481,00;1572,00;TOTAAL;29541,00;29525,00;392,00;29131,00;37;;
19/02/2021;;;;;PARTICULIEREN;7830,00;7830,00;50,00;7780,00;8;;
19/02/2021;;;;;TOESLAGEN;5713,00;5697,00;112,00;5585,00;62;;
19/02/2021;;;;;ONDERNEMINGEN;5007,00;5007,00;29,00;4978,00;19;;
19/02/2021;;;;;OVERIG;3346,00;3346,00;95,00;3249,00;108;;
19/02/2021;;;;;INTERMEDIAIRS;2958,00;2958,00;55,00;2903,00;56;;
19/02/2021;;;;;AUTO;2347,00;2347,00;28,00;2319,00;14;;
19/02/2021;;;;;BUITENLAND;2340,00;2340,00;23,00;2317,00;9;;
22/02/2021;50367,00;49478,00;8149,00;2519,00;TOTAAL;50147,00;49885,00;3216,00;46888,00;176;;
22/02/2021;;;;;TOESLAGEN;15777,00;15608,00;1637,00;14062,00;294;;
22/02/2021;;;;;PARTICULIEREN;12086,00;12086,00;1022,00;11064,00;207;;
22/02/2021;;;;;ONDERNEMINGEN;6697,00;6697,00;87,00;6610,00;49;;
22/02/2021;;;;;OVERIG;4864,00;4771,00;218,00;4681,00;216;;
22/02/2021;;;;;INTERMEDIAIRS;3980,00;3980,00;60,00;3920,00;39;;
22/02/2021;;;;;AUTO;3493,00;3493,00;92,00;3401,00;62;;
22/02/2021;;;;;BUITENLAND;3250,00;3250,00;100,00;3150,00;33;;
23/02/2021;39075,00;38437,00;5158,00;2426,00;TOTAAL;41741,00;41628,00;532,00;41105,00;35;;
23/02/2021;;;;;PARTICULIEREN;10207,00;10207,00;66,00;10141,00;9;;
23/02/2021;;;;;TOESLAGEN;9280,00;9215,00;120,00;9098,00;36;;
23/02/2021;;;;;ONDERNEMINGEN;7990,00;7990,00;67,00;7923,00;28;;
23/02/2021;;;;;INTERMEDIAIRS;4153,00;4153,00;41,00;4112,00;35;;
23/02/2021;;;;;OVERIG;4130,00;4127,00;107,00;4026,00;97;;
23/02/2021;;;;;BUITENLAND;3063,00;3063,00;43,00;3020,00;17;;
23/02/2021;;;;;AUTO;2918,00;2873,00;88,00;2785,00;70;;
24/02/2021;41754,00;41002,00;6046,00;2891,00;TOTAAL;42644,00;40880,00;1358,00;39521,00;108;;
24/02/2021;;;;;ONDERNEMINGEN;11040,00;9618,00;662,00;8956,00;273;;
24/02/2021;;;;;PARTICULIEREN;10297,00;10297,00;90,00;10207,00;10;;
24/02/2021;;;;;TOESLAGEN;7618,00;7603,00;77,00;7526,00;29;;
24/02/2021;;;;;INTERMEDIAIRS;4108,00;3804,00;245,00;3559,00;180;;
24/02/2021;;;;;OVERIG;3723,00;3700,00;162,00;3537,00;203;;
24/02/2021;;;;;BUITENLAND;3123,00;3123,00;85,00;3038,00;34;;
24/02/2021;;;;;AUTO;2735,00;2735,00;37,00;2698,00;18;;
25/02/2021;44710,00;43969,00;6401,00;2952,00;TOTAAL;45620,00;44110,00;2011,00;42096,00;157;;
25/02/2021;;;;;ONDERNEMINGEN;13254,00;12256,00;1026,00;11230,00;353;;
25/02/2021;;;;;PARTICULIEREN;10707,00;10707,00;94,00;10613,00;11;;
25/02/2021;;;;;TOESLAGEN;7301,00;7114,00;142,00;6972,00;61;;
25/02/2021;;;;;INTERMEDIAIRS;4884,00;4591,00;379,00;4212,00;255;;
25/02/2021;;;;;OVERIG;3744,00;3720,00;209,00;3508,00;223;;
25/02/2021;;;;;BUITENLAND;2996,00;2996,00;66,00;2930,00;28;;
25/02/2021;;;;;AUTO;2734,00;2726,00;95,00;2631,00;56;;
26/02/2021;38641,00;37984,00;5646,00;2415,00;TOTAAL;40467,00;40193,00;927,00;39265,00;72;;
26/02/2021;;;;;ONDERNEMINGEN;10374,00;10374,00;175,00;10199,00;64;;
26/02/2021;;;;;PARTICULIEREN;9949,00;9949,00;55,00;9894,00;10;;
26/02/2021;;;;;TOESLAGEN;6098,00;6070,00;69,00;6001,00;40;;
26/02/2021;;;;;INTERMEDIAIRS;4054,00;4008,00;187,00;3821,00;173;;
26/02/2021;;;;;OVERIG;3679,00;3479,00;217,00;3261,00;276;;
26/02/2021;;;;;AUTO;3443,00;3443,00;54,00;3389,00;14;;
26/02/2021;;;;;BUITENLAND;2870,00;2870,00;170,00;2700,00;83;;
01/03/2021;66047,00;64882,00;10508,00;8677,00;TOTAAL;62549,00;62442,00;1951,00;60490,00;66;;
01/03/2021;;;;;PARTICULIEREN;23180,00;23180,00;716,00;22464,00;40;;
01/03/2021;;;;;ONDERNEMINGEN;11222,00;11175,00;283,00;10892,00;88;;
01/03/2021;;;;;TOESLAGEN;9168,00;9168,00;101,00;9067,00;19;;
01/03/2021;;;;;OVERIG;6046,00;5987,00;242,00;5744,00;190;;
01/03/2021;;;;;INTERMEDIAIRS;4961,00;4961,00;137,00;4824,00;43;;
01/03/2021;;;;;BUITENLAND;4049,00;4048,00;343,00;3705,00;119;;
01/03/2021;;;;;AUTO;3923,00;3923,00;129,00;3794,00;51;;
02/03/2021;49056,00;48229,00;6676,00;5210,00;TOTAAL;49553,00;49553,00;673,00;48880,00;19;;
02/03/2021;;;;;PARTICULIEREN;17357,00;17357,00;161,00;17196,00;8;;
02/03/2021;;;;;ONDERNEMINGEN;8936,00;8936,00;44,00;8892,00;18;;
02/03/2021;;;;;TOESLAGEN;7129,00;7129,00;60,00;7069,00;9;;
02/03/2021;;;;;INTERMEDIAIRS;4805,00;4805,00;88,00;4717,00;32;;
02/03/2021;;;;;OVERIG;4655,00;4655,00;37,00;4618,00;19;;
02/03/2021;;;;;BUITENLAND;3353,00;3353,00;184,00;3169,00;62;;
02/03/2021;;;;;AUTO;3318,00;3318,00;99,00;3219,00;49;;
03/03/2021;46511,00;45711,00;6586,00;4526,00;TOTAAL;47452,00;47372,00;1061,00;46311,00;56;;
03/03/2021;;;;;PARTICULIEREN;17295,00;17295,00;186,00;17109,00;24;;
03/03/2021;;;;;ONDERNEMINGEN;8312,00;8297,00;146,00;8151,00;66;;
03/03/2021;;;;;TOESLAGEN;6705,00;6705,00;53,00;6652,00;12;;
03/03/2021;;;;;INTERMEDIAIRS;4438,00;4420,00;327,00;4093,00;166;;
03/03/2021;;;;;OVERIG;4352,00;4352,00;110,00;4242,00;103;;
03/03/2021;;;;;AUTO;3439,00;3392,00;180,00;3212,00;114;;
03/03/2021;;;;;BUITENLAND;2911,00;2911,00;59,00;2852,00;22;;
04/03/2021;47069,00;46262,00;7232,00;4486,00;TOTAAL;47925,00;47428,00;2417,00;45007,00;125;;
04/03/2021;;;;;PARTICULIEREN;17278,00;17263,00;1302,00;15960,00;172;;
04/03/2021;;;;;ONDERNEMINGEN;8293,00;8293,00;75,00;8218,00;37;;
04/03/2021;;;;;TOESLAGEN;7183,00;7010,00;263,00;6746,00;130;;
04/03/2021;;;;;INTERMEDIAIRS;4792,00;4502,00;299,00;4203,00;137;;
04/03/2021;;;;;OVERIG;4458,00;4450,00;183,00;4265,00;171;;
04/03/2021;;;;;BUITENLAND;3037,00;3037,00;182,00;2855,00;63;;
04/03/2021;;;;;AUTO;2884,00;2873,00;113,00;2760,00;75;;
05/03/2021;45133,00;44305,00;7349,00;3940,00;TOTAAL;46221,00;45490,00;3101,00;42383,00;212;;
05/03/2021;;;;;PARTICULIEREN;17830,00;17830,00;2001,00;15826,00;343;;
05/03/2021;;;;;ONDERNEMINGEN;7230,00;7230,00;101,00;7129,00;75;;
05/03/2021;;;;;TOESLAGEN;7042,00;6594,00;422,00;6172,00;220;;
05/03/2021;;;;;OVERIG;4515,00;4237,00;282,00;3952,00;297;;
05/03/2021;;;;;INTERMEDIAIRS;3937,00;3937,00;90,00;3847,00;62;;
05/03/2021;;;;;BUITENLAND;2851,00;2851,00;150,00;2701,00;71;;
05/03/2021;;;;;AUTO;2816,00;2811,00;55,00;2756,00;28;;
08/03/2021;61442,00;60362,00;10914,00;5435,00;TOTAAL;60842,00;60594,00;6144,00;54442,00;331;;
08/03/2021;;;;;PARTICULIEREN;24888,00;24858,00;4061,00;20791,00;541;;
08/03/2021;;;;;ONDERNEMINGEN;9256,00;9256,00;284,00;8971,00;146;;
08/03/2021;;;;;TOESLAGEN;8401,00;8359,00;907,00;7452,00;350;;
08/03/2021;;;;;OVERIG;6017,00;5841,00;387,00;5453,00;367;;
08/03/2021;;;;;INTERMEDIAIRS;4771,00;4771,00;132,00;4639,00;76;;
08/03/2021;;;;;BUITENLAND;3955,00;3955,00;293,00;3662,00;113;;
08/03/2021;;;;;AUTO;3554,00;3554,00;80,00;3474,00;27;;
09/03/2021;52681,00;51742,00;7517,00;4386,00;TOTAAL;57238,00;57048,00;2017,00;55027,00;131;;
09/03/2021;;;;;PARTICULIEREN;23258,00;23258,00;747,00;22508,00;156;;
09/03/2021;;;;;ONDERNEMINGEN;9146,00;9146,00;230,00;8916,00;115;;
09/03/2021;;;;;TOESLAGEN;7514,00;7435,00;165,00;7270,00;67;;
09/03/2021;;;;;OVERIG;5831,00;5738,00;318,00;5419,00;252;;
09/03/2021;;;;;INTERMEDIAIRS;4847,00;4846,00;93,00;4753,00;41;;
09/03/2021;;;;;BUITENLAND;3608,00;3591,00;393,00;3198,00;154;;
09/03/2021;;;;;AUTO;3034,00;3034,00;71,00;2963,00;39;;
10/03/2021;48642,00;47773,00;7876,00;3796,00;TOTAAL;50829,00;50526,00;2757,00;47731,00;187;;
10/03/2021;;;;;PARTICULIEREN;19630,00;19630,00;1598,00;18008,00;273;;
10/03/2021;;;;;ONDERNEMINGEN;9004,00;8861,00;356,00;8498,00;185;;
10/03/2021;;;;;TOESLAGEN;6682,00;6645,00;185,00;6460,00;71;;
10/03/2021;;;;;OVERIG;4987,00;4925,00;300,00;4619,00;288;;
10/03/2021;;;;;INTERMEDIAIRS;4209,00;4148,00;162,00;3986,00;112;;
10/03/2021;;;;;BUITENLAND;3266,00;3266,00;60,00;3205,00;20;;
10/03/2021;;;;;AUTO;3051,00;3051,00;96,00;2955,00;52;;
11/03/2021;48247,00;47413,00;8196,00;3583,00;TOTAAL;49659,00;48854,00;3045,00;45764,00;204;;
11/03/2021;;;;;PARTICULIEREN;18525,00;18525,00;1549,00;16951,00;271;;
11/03/2021;;;;;ONDERNEMINGEN;8302,00;8284,00;233,00;8050,00;118;;
11/03/2021;;;;;TOESLAGEN;7007,00;6882,00;533,00;6347,00;234;;
11/03/2021;;;;;OVERIG;5222,00;4722,00;371,00;4334,00;346;;
11/03/2021;;;;;INTERMEDIAIRS;4558,00;4396,00;254,00;4142,00;161;;
11/03/2021;;;;;BUITENLAND;3146,00;3146,00;49,00;3097,00;22;;
11/03/2021;;;;;AUTO;2899,00;2899,00;56,00;2843,00;30;;
12/03/2021;43258,00;42510,00;6778,00;3060,00;TOTAAL;45300,00;43490,00;2361,00;41108,00;190;;
12/03/2021;;;;;PARTICULIEREN;16058,00;16058,00;1006,00;15041,00;234;;
12/03/2021;;;;;TOESLAGEN;6878,00;6637,00;508,00;6128,00;253;;
12/03/2021;;;;;ONDERNEMINGEN;6820,00;6820,00;104,00;6713,00;86;;
12/03/2021;;;;;OVERIG;5607,00;4045,00;356,00;3683,00;399;;
12/03/2021;;;;;INTERMEDIAIRS;3939,00;3938,00;73,00;3865,00;55;;
12/03/2021;;;;;BUITENLAND;3059,00;3057,00;264,00;2793,00;134;;
12/03/2021;;;;;AUTO;2939,00;2935,00;50,00;2885,00;25;;
15/03/2021;61697,00;60625,00;11626,00;4580,00;TOTAAL;59597,00;57405,00;5649,00;51666,00;327;;
15/03/2021;;;;;PARTICULIEREN;22231,00;22231,00;2973,00;19194,00;470;;
15/03/2021;;;;;TOESLAGEN;8612,00;8608,00;983,00;7625,00;362;;
15/03/2021;;;;;ONDERNEMINGEN;7961,00;7961,00;206,00;7748,00;140;;
15/03/2021;;;;;OVERIG;7812,00;5648,00;577,00;5052,00;485;;
15/03/2021;;;;;INTERMEDIAIRS;4734,00;4734,00;88,00;4646,00;51;;
15/03/2021;;;;;BUITENLAND;4192,00;4186,00;569,00;3617,00;230;;
15/03/2021;;;;;AUTO;4055,00;4037,00;253,00;3784,00;132;;
16/03/2021;47785,00;46934,00;7086,00;3293,00;TOTAAL;51342,00;50504,00;1970,00;48528,00;130;;
16/03/2021;;;;;PARTICULIEREN;18995,00;18995,00;502,00;18490,00;119;;
16/03/2021;;;;;TOESLAGEN;7784,00;7767,00;171,00;7596,00;55;;
16/03/2021;;;;;ONDERNEMINGEN;7114,00;7114,00;172,00;6941,00;117;;
16/03/2021;;;;;OVERIG;6111,00;5318,00;542,00;4774,00;450;;
16/03/2021;;;;;INTERMEDIAIRS;4551,00;4551,00;63,00;4488,00;20;;
16/03/2021;;;;;BUITENLAND;3651,00;3635,00;457,00;3178,00;173;;
16/03/2021;;;;;AUTO;3136,00;3124,00;63,00;3061,00;24;;
17/03/2021;41821,00;41118,00;6040,00;2895,00;TOTAAL;44856,00;44078,00;1671,00;42399,00;137;;
17/03/2021;;;;;PARTICULIEREN;15461,00;15461,00;614,00;14846,00;149;;
17/03/2021;;;;;TOESLAGEN;7888,00;7855,00;258,00;7597,00;98;;
17/03/2021;;;;;ONDERNEMINGEN;6308,00;6308,00;133,00;6173,00;105;;
17/03/2021;;;;;OVERIG;5223,00;4543,00;427,00;4111,00;419;;
17/03/2021;;;;;INTERMEDIAIRS;4060,00;3995,00;112,00;3883,00;79;;
17/03/2021;;;;;BUITENLAND;2970,00;2970,00;68,00;2902,00;32;;
17/03/2021;;;;;AUTO;2946,00;2946,00;59,00;2887,00;26;;
18/03/2021;39392,00;38738,00;5684,00;2637,00;TOTAAL;42994,00;42661,00;1531,00;41126,00;115;;
18/03/2021;;;;;PARTICULIEREN;14532,00;14532,00;467,00;14063,00;116;;
18/03/2021;;;;;TOESLAGEN;7245,00;7241,00;133,00;7108,00;46;;
18/03/2021;;;;;ONDERNEMINGEN;6170,00;6170,00;109,00;6061,00;71;;
18/03/2021;;;;;OVERIG;5009,00;4680,00;392,00;4286,00;368;;
18/03/2021;;;;;INTERMEDIAIRS;4139,00;4139,00;81,00;4058,00;60;;
18/03/2021;;;;;BUITENLAND;3285,00;3285,00;296,00;2989,00;145;;
18/03/2021;;;;;AUTO;2614,00;2614,00;53,00;2561,00;24;;
19/03/2021;34134,00;33510,00;4853,00;2237,00;TOTAAL;37699,00;37003,00;1002,00;35996,00;91;;
19/03/2021;;;;;PARTICULIEREN;12513,00;12513,00;143,00;12370,00;53;;
19/03/2021;;;;;TOESLAGEN;5800,00;5780,00;71,00;5708,00;36;;
19/03/2021;;;;;ONDERNEMINGEN;5625,00;5625,00;54,00;5571,00;64;;
19/03/2021;;;;;OVERIG;4606,00;3930,00;443,00;3483,00;447;;
19/03/2021;;;;;INTERMEDIAIRS;3542,00;3542,00;28,00;3514,00;12;;
19/03/2021;;;;;BUITENLAND;3066,00;3066,00;216,00;2850,00;115;;
19/03/2021;;;;;AUTO;2547,00;2547,00;47,00;2500,00;46;;
22/03/2021;57769,00;56715,00;9145,00;3868,00;TOTAAL;59848,00;59069,00;4061,00;54986,00;237;;
22/03/2021;;;;;PARTICULIEREN;19446,00;19446,00;1592,00;17845,00;299;;
22/03/2021;;;;;TOESLAGEN;13889,00;13889,00;1310,00;12579,00;305;;
22/03/2021;;;;;ONDERNEMINGEN;7573,00;7573,00;177,00;7394,00;135;;
22/03/2021;;;;;OVERIG;6636,00;5857,00;555,00;5291,00;419;;
22/03/2021;;;;;INTERMEDIAIRS;4719,00;4719,00;62,00;4657,00;32;;
22/03/2021;;;;;BUITENLAND;4097,00;4097,00;312,00;3785,00;114;;
22/03/2021;;;;;AUTO;3488,00;3488,00;53,00;3435,00;16;;
23/03/2021;43430,00;42643,00;5964,00;2970,00;TOTAAL;47533,00;47303,00;1123,00;46169,00;89;;
23/03/2021;;;;;PARTICULIEREN;15474,00;15474,00;204,00;15268,00;57;;
23/03/2021;;;;;TOESLAGEN;9332,00;9245,00;154,00;9091,00;51;;
23/03/2021;;;;;ONDERNEMINGEN;6873,00;6873,00;157,00;6716,00;117;;
23/03/2021;;;;;OVERIG;5298,00;5155,00;391,00;4755,00;359;;
23/03/2021;;;;;INTERMEDIAIRS;4560,00;4560,00;37,00;4523,00;12;;
23/03/2021;;;;;BUITENLAND;3288,00;3288,00;145,00;3143,00;62;;
23/03/2021;;;;;AUTO;2708,00;2708,00;35,00;2673,00;11;;
24/03/2021;37215,00;36560,00;4747,00;2695,00;TOTAAL;41258,00;41195,00;763,00;40428,00;73;;
24/03/2021;;;;;PARTICULIEREN;13033,00;13033,00;159,00;12874,00;60;;
24/03/2021;;;;;TOESLAGEN;7758,00;7709,00;89,00;7619,00;41;;
24/03/2021;;;;;ONDERNEMINGEN;6087,00;6087,00;135,00;5952,00;102;;
24/03/2021;;;;;OVERIG;4467,00;4464,00;197,00;4264,00;232;;
24/03/2021;;;;;INTERMEDIAIRS;4234,00;4225,00;63,00;4162,00;26;;
24/03/2021;;;;;BUITENLAND;2947,00;2947,00;69,00;2878,00;34;;
24/03/2021;;;;;AUTO;2732,00;2730,00;51,00;2679,00;26;;
25/03/2021;36347,00;35716,00;4687,00;2991,00;TOTAAL;39666,00;39471,00;794,00;38676,00;71;;
25/03/2021;;;;;PARTICULIEREN;12239,00;12239,00;161,00;12078,00;46;;
25/03/2021;;;;;TOESLAGEN;6869,00;6727,00;122,00;6605,00;64;;
25/03/2021;;;;;ONDERNEMINGEN;6359,00;6359,00;135,00;6224,00;86;;
25/03/2021;;;;;INTERMEDIAIRS;4496,00;4456,00;129,00;4327,00;67;;
25/03/2021;;;;;OVERIG;4093,00;4080,00;154,00;3925,00;212;;
25/03/2021;;;;;AUTO;2821,00;2821,00;62,00;2759,00;27;;
25/03/2021;;;;;BUITENLAND;2789,00;2789,00;31,00;2758,00;11;;
26/03/2021;34437,00;33802,00;4582,00;2693,00;TOTAAL;37778,00;37230,00;882,00;36344,00;89;;
26/03/2021;;;;;PARTICULIEREN;11768,00;11768,00;212,00;11553,00;74;;
26/03/2021;;;;;TOESLAGEN;6499,00;6033,00;134,00;5899,00;97;;
26/03/2021;;;;;ONDERNEMINGEN;6180,00;6180,00;149,00;6031,00;114;;
26/03/2021;;;;;INTERMEDIAIRS;3982,00;3953,00;86,00;3867,00;58;;
26/03/2021;;;;;OVERIG;3973,00;3920,00;174,00;3745,00;195;;
26/03/2021;;;;;AUTO;2743,00;2743,00;37,00;2706,00;8;;
26/03/2021;;;;;BUITENLAND;2633,00;2633,00;90,00;2543,00;52;;
29/03/2021;45770,00;44935,00;5953,00;3824,00;TOTAAL;50214,00;50212,00;902,00;49309,00;71;;
29/03/2021;;;;;PARTICULIEREN;16881,00;16881,00;236,00;16644,00;57;;
29/03/2021;;;;;ONDERNEMINGEN;8390,00;8390,00;265,00;8125,00;168;;
29/03/2021;;;;;TOESLAGEN;7415,00;7413,00;71,00;7342,00;25;;
29/03/2021;;;;;OVERIG;5115,00;5115,00;179,00;4936,00;167;;
29/03/2021;;;;;INTERMEDIAIRS;4906,00;4906,00;55,00;4851,00;14;;
29/03/2021;;;;;AUTO;4093,00;4093,00;64,00;4029,00;17;;
29/03/2021;;;;;BUITENLAND;3414,00;3414,00;32,00;3382,00;11;;
30/03/2021;35971,00;35342,00;4568,00;2739,00;TOTAAL;40118,00;40072,00;583,00;39488,00;47;;
30/03/2021;;;;;PARTICULIEREN;12347,00;12347,00;134,00;12212,00;46;;
30/03/2021;;;;;ONDERNEMINGEN;7209,00;7209,00;158,00;7051,00;93;;
30/03/2021;;;;;TOESLAGEN;6166,00;6121,00;148,00;5973,00;63;;
30/03/2021;;;;;INTERMEDIAIRS;4743,00;4742,00;56,00;4686,00;29;;
30/03/2021;;;;;OVERIG;3778,00;3778,00;18,00;3760,00;16;;
30/03/2021;;;;;AUTO;2984,00;2984,00;32,00;2952,00;10;;
30/03/2021;;;;;BUITENLAND;2891,00;2891,00;37,00;2854,00;13;;
31/03/2021;33480,00;32870,00;4278,00;2340,00;TOTAAL;37226,00;37000,00;630,00;36369,00;56;;
31/03/2021;;;;;PARTICULIEREN;10860,00;10860,00;122,00;10737,00;43;;
31/03/2021;;;;;TOESLAGEN;6865,00;6670,00;144,00;6526,00;73;;
31/03/2021;;;;;ONDERNEMINGEN;6321,00;6321,00;126,00;6195,00;87;;
31/03/2021;;;;;INTERMEDIAIRS;4190,00;4176,00;113,00;4063,00;67;;
31/03/2021;;;;;OVERIG;3511,00;3511,00;31,00;3480,00;33;;
31/03/2021;;;;;AUTO;2783,00;2766,00;77,00;2689,00;59;;
31/03/2021;;;;;BUITENLAND;2696,00;2696,00;17,00;2679,00;10;;
